OEKO	CoreEudicots/Asterids	Asterids
OFTV	Liverworts	Liverworts
OFUE	Chlorophyceae	Chlorophyta
OHAE	CoreEudicots/Rosids	Rosids
OHKC	CoreEudicots Caryophyllales	Caryophyllales
OINM	CoreEudicots/Asterids	Asterids
OLES	CoreEudicots Caryophyllales	Caryophyllales
OLXF	CoreEudicots/Rosids	Rosids
OMDH	CoreEudicots Saxifragales	Eudicots
OMYK	CoreEudicots Caryophyllales	Caryophyllales
ONBE	Monocots	Monocots
ONLQ	CoreEudicots Caryophyllales	Caryophyllales
OODC	CoreEudicots/Rosids	Rosids
OOSO	Monocots	Monocots
OOVX	CoreEudicots Saxifragales	Eudicots
OPDF	Magnoliids	Magnoliids
OQBM	CoreEudicots/Asterids	Asterids
